  M1  |  M2  |  M   |  T  
   41 |   39 |   39 | 1599
   41 |   39 |   41 | 1599
   43 |   39 |    3 | 1677
   43 |   39 |   13 | 1677
   43 |   39 |   39 | 1677
   43 |   39 |   43 | 1677
   44 |   39 |    2 | 1716
   44 |   39 |    3 | 1716
   44 |   39 |    4 | 1716
   44 |   39 |   11 | 1716
   44 |   39 |   13 | 1716
   44 |   39 |   22 | 1716
   44 |   39 |   39 | 1716
   44 |   39 |   44 | 1716
   46 |   39 |    2 | 1794
   46 |   39 |    3 | 1794
   46 |   39 |   13 | 1794
   46 |   39 |   23 | 1794
   46 |   39 |   39 | 1794
   46 |   39 |   46 | 1794
   47 |   39 |    3 | 1833
   47 |   39 |   13 | 1833
   47 |   39 |   39 | 1833
   47 |   39 |   47 | 1833
   49 |   39 |    3 | 1911
   49 |   39 |    7 | 1911
   49 |   39 |   13 | 1911
   49 |   39 |   39 | 1911
   49 |   39 |   49 | 1911
    1 |   40 |    2 | 40
    1 |   40 |    4 | 40
    1 |   40 |    5 | 40
    1 |   40 |    8 | 40
    1 |   40 |   10 | 40
    1 |   40 |   20 | 40
    1 |   40 |   40 | 40
    3 |   40 |    2 | 120
    3 |   40 |    3 | 120
    3 |   40 |    4 | 120
    3 |   40 |    5 | 120
    3 |   40 |    8 | 120
    3 |   40 |   10 | 120
    3 |   40 |   20 | 120
    3 |   40 |   40 | 120
    5 |   40 |    2 | 40
    7 |   40 |    2 | 280
    7 |   40 |    4 | 280
    7 |   40 |    5 | 280
    7 |   40 |    7 | 280
    7 |   40 |    8 | 280
    7 |   40 |   10 | 280
    7 |   40 |   20 | 280
    7 |   40 |   40 | 280
    8 |   40 |    2 | 40
    9 |   40 |    2 | 360
    9 |   40 |    3 | 360
    9 |   40 |    4 | 360
    9 |   40 |    5 | 360
    9 |   40 |    8 | 360
    9 |   40 |    9 | 360
    9 |   40 |   10 | 360
    9 |   40 |   20 | 360
    9 |   40 |   40 | 360
   10 |   40 |    2 | 40
   11 |   40 |    2 | 440
   11 |   40 |    4 | 440
   11 |   40 |    5 | 440
   11 |   40 |    8 | 440
   11 |   40 |   10 | 440
   11 |   40 |   11 | 440
   11 |   40 |   20 | 440
   11 |   40 |   40 | 440
   13 |   40 |    2 | 520
   13 |   40 |    4 | 520
   13 |   40 |    5 | 520
   13 |   40 |    8 | 520
   13 |   40 |   10 | 520
   13 |   40 |   13 | 520
   13 |   40 |   20 | 520
   13 |   40 |   40 | 520
   17 |   40 |    2 | 680
   17 |   40 |    4 | 680
   17 |   40 |    5 | 680
   17 |   40 |    8 | 680
   17 |   40 |   10 | 680
   17 |   40 |   17 | 680
   17 |   40 |   20 | 680
   17 |   40 |   40 | 680
   19 |   40 |    2 | 760
   19 |   40 |    4 | 760
   19 |   40 |    5 | 760
   19 |   40 |    8 | 760
   19 |   40 |   10 | 760
   19 |   40 |   19 | 760
   19 |   40 |   20 | 760
   19 |   40 |   40 | 760
   21 |   40 |    2 | 840
   21 |   40 |    3 | 840
   21 |   40 |    4 | 840
   21 |   40 |    5 | 840
   21 |   40 |    7 | 840
   21 |   40 |    8 | 840
   21 |   40 |   10 | 840
   21 |   40 |   20 | 840
   21 |   40 |   21 | 840
   21 |   40 |   40 | 840
   23 |   40 |    2 | 920
   23 |   40 |    4 | 920
   23 |   40 |    5 | 920
   23 |   40 |    8 | 920
   23 |   40 |   10 | 920
   23 |   40 |   20 | 920
   23 |   40 |   23 | 920
   23 |   40 |   40 | 920
   26 |   40 |    2 | 520
   27 |   40 |    2 | 1080
   27 |   40 |    3 | 1080
   27 |   40 |    4 | 1080
   27 |   40 |    5 | 1080
   27 |   40 |    8 | 1080
   27 |   40 |    9 | 1080
   27 |   40 |   10 | 1080
   27 |   40 |   20 | 1080
   27 |   40 |   27 | 1080
   27 |   40 |   40 | 1080
   28 |   40 |    2 | 280
   29 |   40 |    2 | 1160
   29 |   40 |    4 | 1160
   29 |   40 |    5 | 1160
   29 |   40 |    8 | 1160
   29 |   40 |   10 | 1160
   29 |   40 |   20 | 1160
   29 |   40 |   29 | 1160
   29 |   40 |   40 | 1160
   31 |   40 |    2 | 1240
   31 |   40 |    4 | 1240
   31 |   40 |    5 | 1240
   31 |   40 |    8 | 1240
   31 |   40 |   10 | 1240
   31 |   40 |   20 | 1240
   31 |   40 |   31 | 1240
   31 |   40 |   40 | 1240
   33 |   40 |    2 | 1320
   33 |   40 |    3 | 1320
   33 |   40 |    4 | 1320
   33 |   40 |    5 | 1320
   33 |   40 |    8 | 1320
   33 |   40 |   10 | 1320
   33 |   40 |   11 | 1320
   33 |   40 |   20 | 1320
   33 |   40 |   33 | 1320
   33 |   40 |   40 | 1320
   37 |   40 |    2 | 1480
   37 |   40 |    4 | 1480
   37 |   40 |    5 | 1480
   37 |   40 |    8 | 1480
   37 |   40 |   10 | 1480
   37 |   40 |   20 | 1480
   37 |   40 |   37 | 1480
   37 |   40 |   40 | 1480
   39 |   40 |    2 | 1560
   39 |   40 |    3 | 1560
   39 |   40 |    4 | 1560
   39 |   40 |    5 | 1560
   39 |   40 |    8 | 1560
   39 |   40 |   10 | 1560
   39 |   40 |   13 | 1560
   39 |   40 |   20 | 1560
   39 |   40 |   39 | 1560
   39 |   40 |   40 | 1560
   41 |   40 |    2 | 1640
   41 |   40 |    4 | 1640
   41 |   40 |    5 | 1640
   41 |   40 |    8 | 1640
   41 |   40 |   10 | 1640
   41 |   40 |   20 | 1640
   41 |   40 |   40 | 1640
   41 |   40 |   41 | 1640
   43 |   40 |    2 | 1720
   43 |   40 |    4 | 1720
   43 |   40 |    5 | 1720
   43 |   40 |    8 | 1720
   43 |   40 |   10 | 1720
   43 |   40 |   20 | 1720
   43 |   40 |   40 | 1720
   43 |   40 |   43 | 1720
   46 |   40 |    2 | 920
   46 |   40 |    4 | 920
   47 |   40 |    2 | 1880
   47 |   40 |    4 | 1880
   47 |   40 |    5 | 1880
   47 |   40 |    8 | 1880
   47 |   40 |   10 | 1880
   47 |   40 |   20 | 1880
   47 |   40 |   40 | 1880
   47 |   40 |   47 | 1880
   49 |   40 |    2 | 1960
   49 |   40 |    4 | 1960
   49 |   40 |    5 | 1960
   49 |   40 |    7 | 1960
   49 |   40 |    8 | 1960
   49 |   40 |   10 | 1960
   49 |   40 |   20 | 1960
   49 |   40 |   40 | 1960
   49 |   40 |   49 | 1960
    1 |   41 |   41 | 41
    2 |   41 |    2 | 82
    2 |   41 |   41 | 82
    3 |   41 |    3 | 123
    3 |   41 |   41 | 123
    4 |   41 |    2 | 164
    4 |   41 |    4 | 164
    4 |   41 |   41 | 164
    5 |   41 |    5 | 205
    5 |   41 |   41 | 205
    6 |   41 |    2 | 246
    6 |   41 |    3 | 246
    6 |   41 |    6 | 246
    6 |   41 |   41 | 246
    7 |   41 |    7 | 287
    7 |   41 |   41 | 287
    8 |   41 |    2 | 328
    8 |   41 |    4 | 328
    8 |   41 |    8 | 328
    8 |   41 |   41 | 328
    9 |   41 |    3 | 369
    9 |   41 |    9 | 369
    9 |   41 |   41 | 369
   10 |   41 |    2 | 410
   10 |   41 |    5 | 410
   10 |   41 |   10 | 410
   10 |   41 |   41 | 410
   11 |   41 |   11 | 451
   11 |   41 |   41 | 451
   12 |   41 |    2 | 492
   12 |   41 |    3 | 492
   12 |   41 |    4 | 492
   12 |   41 |    6 | 492
   12 |   41 |   12 | 492
   12 |   41 |   41 | 492
   13 |   41 |   13 | 533
   13 |   41 |   41 | 533
   14 |   41 |    2 | 574
   14 |   41 |    7 | 574
   14 |   41 |   14 | 574
   14 |   41 |   41 | 574
   15 |   41 |    3 | 615
   15 |   41 |    5 | 615
   15 |   41 |   15 | 615
   15 |   41 |   41 | 615
   16 |   41 |    2 | 656
   16 |   41 |    4 | 656
   16 |   41 |    8 | 656
   16 |   41 |   16 | 656
   16 |   41 |   41 | 656
   17 |   41 |   17 | 697
   17 |   41 |   41 | 697
   18 |   41 |    2 | 738
   18 |   41 |    3 | 738
   18 |   41 |    6 | 738
   18 |   41 |    9 | 738
   18 |   41 |   18 | 738
   18 |   41 |   41 | 738
   19 |   41 |   19 | 779
   19 |   41 |   41 | 779
   20 |   41 |    2 | 820
   20 |   41 |    4 | 820
   20 |   41 |    5 | 820
   20 |   41 |   10 | 820
   20 |   41 |   20 | 820
   20 |   41 |   41 | 820
   21 |   41 |    3 | 861
   21 |   41 |    7 | 861
   21 |   41 |   21 | 861
   21 |   41 |   41 | 861
   22 |   41 |    2 | 902
   22 |   41 |   11 | 902
   22 |   41 |   22 | 902
   22 |   41 |   41 | 902
   23 |   41 |   23 | 943
   23 |   41 |   41 | 943
   24 |   41 |    2 | 984
   24 |   41 |    3 | 984
   24 |   41 |    4 | 984
   24 |   41 |    6 | 984
   24 |   41 |    8 | 984
   24 |   41 |   12 | 984
   24 |   41 |   24 | 984
   24 |   41 |   41 | 984
   25 |   41 |    5 | 1025
   25 |   41 |   25 | 1025
   25 |   41 |   41 | 1025
   26 |   41 |    2 | 1066
   26 |   41 |   13 | 1066
   26 |   41 |   26 | 1066
   26 |   41 |   41 | 1066
   27 |   41 |    3 | 1107
   27 |   41 |    9 | 1107
   27 |   41 |   27 | 1107
   27 |   41 |   41 | 1107
   28 |   41 |    2 | 1148
   28 |   41 |    4 | 1148
   28 |   41 |    7 | 1148
   28 |   41 |   14 | 1148
   28 |   41 |   28 | 1148
   28 |   41 |   41 | 1148
   29 |   41 |   29 | 1189
   29 |   41 |   41 | 1189
   30 |   41 |    2 | 1230
   30 |   41 |    3 | 1230
   30 |   41 |    5 | 1230
   30 |   41 |    6 | 1230
   30 |   41 |   10 | 1230
   30 |   41 |   15 | 1230
   30 |   41 |   30 | 1230
   30 |   41 |   41 | 1230
   31 |   41 |   31 | 1271
   31 |   41 |   41 | 1271
   32 |   41 |    2 | 1312
   32 |   41 |    4 | 1312
   32 |   41 |    8 | 1312
   32 |   41 |   16 | 1312
   32 |   41 |   32 | 1312
   32 |   41 |   41 | 1312
   33 |   41 |    3 | 1353
   33 |   41 |   11 | 1353
   33 |   41 |   33 | 1353
   33 |   41 |   41 | 1353
   34 |   41 |    2 | 1394
   34 |   41 |   17 | 1394
   34 |   41 |   34 | 1394
   34 |   41 |   41 | 1394
   35 |   41 |    5 | 1435
   35 |   41 |    7 | 1435
   35 |   41 |   35 | 1435
   35 |   41 |   41 | 1435
   36 |   41 |    2 | 1476
   36 |   41 |    3 | 1476
   36 |   41 |    4 | 1476
   36 |   41 |    6 | 1476
   36 |   41 |    9 | 1476
   36 |   41 |   12 | 1476
   36 |   41 |   18 | 1476
   36 |   41 |   36 | 1476
   36 |   41 |   41 | 1476
   37 |   41 |   37 | 1517
   37 |   41 |   41 | 1517
   38 |   41 |    2 | 1558
   38 |   41 |   19 | 1558
   38 |   41 |   38 | 1558
   38 |   41 |   41 | 1558
   39 |   41 |    3 | 1599
   39 |   41 |   13 | 1599
   39 |   41 |   39 | 1599
   39 |   41 |   41 | 1599
   40 |   41 |    2 | 1640
   40 |   41 |    4 | 1640
   40 |   41 |    5 | 1640
   40 |   41 |    8 | 1640
   40 |   41 |   10 | 1640
   40 |   41 |   20 | 1640
   40 |   41 |   40 | 1640
   40 |   41 |   41 | 1640
   42 |   41 |    2 | 1722
   42 |   41 |    3 | 1722
   42 |   41 |    6 | 1722
   42 |   41 |    7 | 1722
   42 |   41 |   14 | 1722
   42 |   41 |   21 | 1722
   42 |   41 |   41 | 1722
   42 |   41 |   42 | 1722
   43 |   41 |   41 | 1763
   43 |   41 |   43 | 1763
   44 |   41 |    2 | 1804
   44 |   41 |    4 | 1804
   44 |   41 |   11 | 1804
   44 |   41 |   22 | 1804
   44 |   41 |   41 | 1804
   44 |   41 |   44 | 1804
   45 |   41 |    3 | 1845
   45 |   41 |    5 | 1845
   45 |   41 |    9 | 1845
   45 |   41 |   15 | 1845
   45 |   41 |   41 | 1845
   45 |   41 |   45 | 1845
   46 |   41 |    2 | 1886
   46 |   41 |   23 | 1886
   46 |   41 |   41 | 1886
   46 |   41 |   46 | 1886
   47 |   41 |   41 | 1927
   47 |   41 |   47 | 1927
   48 |   41 |    2 | 1968
   48 |   41 |    3 | 1968
   48 |   41 |    4 | 1968
   48 |   41 |    6 | 1968
   48 |   41 |    8 | 1968
   48 |   41 |   12 | 1968
   48 |   41 |   16 | 1968
   48 |   41 |   24 | 1968
   48 |   41 |   41 | 1968
   48 |   41 |   48 | 1968
   49 |   41 |    7 | 2009
   49 |   41 |   41 | 2009
   49 |   41 |   49 | 2009
    1 |   42 |    2 | 42
    1 |   42 |    3 | 42
    1 |   42 |    6 | 42
    1 |   42 |    7 | 42
    1 |   42 |   14 | 42
    1 |   42 |   21 | 42
    1 |   42 |   42 | 42
    4 |   42 |    2 | 84
    5 |   42 |    2 | 210
    5 |   42 |    3 | 210
    5 |   42 |    5 | 210
    5 |   42 |    6 | 210
    5 |   42 |    7 | 210
    5 |   42 |   14 | 210
    5 |   42 |   21 | 210
    5 |   42 |   42 | 210
    8 |   42 |    2 | 168
   11 |   42 |    2 | 462
   11 |   42 |    3 | 462
   11 |   42 |    6 | 462
   11 |   42 |    7 | 462
   11 |   42 |   11 | 462
   11 |   42 |   14 | 462
   11 |   42 |   21 | 462
   11 |   42 |   42 | 462
   13 |   42 |    2 | 546
   13 |   42 |    3 | 546
   13 |   42 |    6 | 546
   13 |   42 |    7 | 546
   13 |   42 |   13 | 546
   13 |   42 |   14 | 546
   13 |   42 |   21 | 546
   13 |   42 |   42 | 546
   16 |   42 |    2 | 336
   17 |   42 |    2 | 714
   17 |   42 |    3 | 714
   17 |   42 |    6 | 714
   17 |   42 |    7 | 714
   17 |   42 |   14 | 714
   17 |   42 |   17 | 714
   17 |   42 |   21 | 714
   17 |   42 |   42 | 714
   19 |   42 |    2 | 798
   19 |   42 |    3 | 798
   19 |   42 |    6 | 798
   19 |   42 |    7 | 798
   19 |   42 |   14 | 798
   19 |   42 |   19 | 798
   19 |   42 |   21 | 798
   19 |   42 |   42 | 798
   23 |   42 |    2 | 966
   23 |   42 |    3 | 966
   23 |   42 |    6 | 966
   23 |   42 |    7 | 966
   23 |   42 |   14 | 966
   23 |   42 |   21 | 966
   23 |   42 |   23 | 966
   23 |   42 |   42 | 966
   25 |   42 |    2 | 1050
   25 |   42 |    3 | 1050
   25 |   42 |    5 | 1050
   25 |   42 |    6 | 1050
   25 |   42 |    7 | 1050
   25 |   42 |   14 | 1050
   25 |   42 |   21 | 1050
   25 |   42 |   25 | 1050
   25 |   42 |   42 | 1050
   29 |   42 |    2 | 1218
   29 |   42 |    3 | 1218
   29 |   42 |    6 | 1218
   29 |   42 |    7 | 1218
   29 |   42 |   14 | 1218
   29 |   42 |   21 | 1218
   29 |   42 |   29 | 1218
   29 |   42 |   42 | 1218
   31 |   42 |    2 | 1302
   31 |   42 |    3 | 1302
   31 |   42 |    6 | 1302
   31 |   42 |    7 | 1302
   31 |   42 |   14 | 1302
   31 |   42 |   21 | 1302
   31 |   42 |   31 | 1302
   31 |   42 |   42 | 1302
   37 |   42 |    2 | 1554
   37 |   42 |    3 | 1554
   37 |   42 |    6 | 1554
   37 |   42 |    7 | 1554
   37 |   42 |   14 | 1554
   37 |   42 |   21 | 1554
   37 |   42 |   37 | 1554
   37 |   42 |   42 | 1554
   40 |   42 |    2 | 840
   41 |   42 |    2 | 1722
   41 |   42 |    3 | 1722
   41 |   42 |    6 | 1722
   41 |   42 |    7 | 1722
   41 |   42 |   14 | 1722
   41 |   42 |   21 | 1722
   41 |   42 |   41 | 1722
   41 |   42 |   42 | 1722
   43 |   42 |    2 | 1806
   43 |   42 |    3 | 1806
   43 |   42 |    6 | 1806
   43 |   42 |    7 | 1806
   43 |   42 |   14 | 1806
   43 |   42 |   21 | 1806
   43 |   42 |   42 | 1806
   43 |   42 |   43 | 1806
   47 |   42 |    2 | 1974
   47 |   42 |    3 | 1974
   47 |   42 |    6 | 1974
   47 |   42 |    7 | 1974
   47 |   42 |   14 | 1974
   47 |   42 |   21 | 1974
   47 |   42 |   42 | 1974
   47 |   42 |   47 | 1974
    1 |   43 |   43 | 43
    2 |   43 |    2 | 86
    2 |   43 |   43 | 86
    3 |   43 |    3 | 129
    3 |   43 |   43 | 129
    4 |   43 |    2 | 172
    4 |   43 |    4 | 172
    4 |   43 |   43 | 172
    5 |   43 |    5 | 215
    5 |   43 |   43 | 215
    6 |   43 |    2 | 258
    6 |   43 |    3 | 258
    6 |   43 |    6 | 258
    6 |   43 |   43 | 258
    7 |   43 |    7 | 301
    7 |   43 |   43 | 301
    8 |   43 |    2 | 344
    8 |   43 |    4 | 344
    8 |   43 |    8 | 344
    8 |   43 |   43 | 344
    9 |   43 |    3 | 387
    9 |   43 |    9 | 387
    9 |   43 |   43 | 387
   10 |   43 |    2 | 430
   10 |   43 |    5 | 430
   10 |   43 |   10 | 430
   10 |   43 |   43 | 430
   11 |   43 |   11 | 473
   11 |   43 |   43 | 473
   12 |   43 |    2 | 516
   12 |   43 |    3 | 516
   12 |   43 |    4 | 516
   12 |   43 |    6 | 516
   12 |   43 |   12 | 516
   12 |   43 |   43 | 516
   13 |   43 |   13 | 559
   13 |   43 |   43 | 559
   14 |   43 |    2 | 602
   14 |   43 |    7 | 602
   14 |   43 |   14 | 602
   14 |   43 |   43 | 602
   15 |   43 |    3 | 645
   15 |   43 |    5 | 645
   15 |   43 |   15 | 645
   15 |   43 |   43 | 645
   16 |   43 |    2 | 688
   16 |   43 |    4 | 688
   16 |   43 |    8 | 688
   16 |   43 |   16 | 688
   16 |   43 |   43 | 688
   17 |   43 |   17 | 731
   17 |   43 |   43 | 731
   18 |   43 |    2 | 774
   18 |   43 |    3 | 774
   18 |   43 |    6 | 774
   18 |   43 |    9 | 774
   18 |   43 |   18 | 774
   18 |   43 |   43 | 774
   19 |   43 |   19 | 817
   19 |   43 |   43 | 817
   20 |   43 |    2 | 860
   20 |   43 |    4 | 860
   20 |   43 |    5 | 860
   20 |   43 |   10 | 860
   20 |   43 |   20 | 860
   20 |   43 |   43 | 860
   21 |   43 |    3 | 903
   21 |   43 |    7 | 903
   21 |   43 |   21 | 903
   21 |   43 |   43 | 903
   22 |   43 |    2 | 946
   22 |   43 |   11 | 946
   22 |   43 |   22 | 946
   22 |   43 |   43 | 946
   23 |   43 |   23 | 989
   23 |   43 |   43 | 989
   24 |   43 |    2 | 1032
   24 |   43 |    3 | 1032
   24 |   43 |    4 | 1032
   24 |   43 |    6 | 1032
   24 |   43 |    8 | 1032
   24 |   43 |   12 | 1032
   24 |   43 |   24 | 1032
   24 |   43 |   43 | 1032
   25 |   43 |    5 | 1075
   25 |   43 |   25 | 1075
   25 |   43 |   43 | 1075
   26 |   43 |    2 | 1118
   26 |   43 |   13 | 1118
   26 |   43 |   26 | 1118
   26 |   43 |   43 | 1118
   27 |   43 |    3 | 1161
   27 |   43 |    9 | 1161
   27 |   43 |   27 | 1161
   27 |   43 |   43 | 1161
   28 |   43 |    2 | 1204
   28 |   43 |    4 | 1204
   28 |   43 |    7 | 1204
   28 |   43 |   14 | 1204
   28 |   43 |   28 | 1204
   28 |   43 |   43 | 1204
   29 |   43 |   29 | 1247
   29 |   43 |   43 | 1247
   30 |   43 |    2 | 1290
   30 |   43 |    3 | 1290
   30 |   43 |    5 | 1290
   30 |   43 |    6 | 1290
   30 |   43 |   10 | 1290
   30 |   43 |   15 | 1290
   30 |   43 |   30 | 1290
   30 |   43 |   43 | 1290
   31 |   43 |   31 | 1333
   31 |   43 |   43 | 1333
   32 |   43 |    2 | 1376
   32 |   43 |    4 | 1376
   32 |   43 |    8 | 1376
   32 |   43 |   16 | 1376
   32 |   43 |   32 | 1376
   32 |   43 |   43 | 1376
   33 |   43 |    3 | 1419
   33 |   43 |   11 | 1419
   33 |   43 |   33 | 1419
   33 |   43 |   43 | 1419
   34 |   43 |    2 | 1462
   34 |   43 |   17 | 1462
   34 |   43 |   34 | 1462
   34 |   43 |   43 | 1462
   35 |   43 |    5 | 1505
   35 |   43 |    7 | 1505
   35 |   43 |   35 | 1505
   35 |   43 |   43 | 1505
   36 |   43 |    2 | 1548
   36 |   43 |    3 | 1548
   36 |   43 |    4 | 1548
   36 |   43 |    6 | 1548
   36 |   43 |    9 | 1548
   36 |   43 |   12 | 1548
   36 |   43 |   18 | 1548
   36 |   43 |   36 | 1548
   36 |   43 |   43 | 1548
   37 |   43 |   37 | 1591
   37 |   43 |   43 | 1591
   38 |   43 |    2 | 1634
   38 |   43 |   19 | 1634
   38 |   43 |   38 | 1634
   38 |   43 |   43 | 1634
   39 |   43 |    3 | 1677
   39 |   43 |   13 | 1677
   39 |   43 |   39 | 1677
   39 |   43 |   43 | 1677
   40 |   43 |    2 | 1720
   40 |   43 |    4 | 1720
   40 |   43 |    5 | 1720
   40 |   43 |    8 | 1720
   40 |   43 |   10 | 1720
   40 |   43 |   20 | 1720
   40 |   43 |   40 | 1720
   40 |   43 |   43 | 1720
   41 |   43 |   41 | 1763
   41 |   43 |   43 | 1763
   42 |   43 |    2 | 1806
   42 |   43 |    3 | 1806
   42 |   43 |    6 | 1806
   42 |   43 |    7 | 1806
   42 |   43 |   14 | 1806
   42 |   43 |   21 | 1806
   42 |   43 |   42 | 1806
   42 |   43 |   43 | 1806
   44 |   43 |    2 | 1892
   44 |   43 |    4 | 1892
   44 |   43 |   11 | 1892
   44 |   43 |   22 | 1892
   44 |   43 |   43 | 1892
   44 |   43 |   44 | 1892
   45 |   43 |    3 | 1935
   45 |   43 |    5 | 1935
   45 |   43 |    9 | 1935
   45 |   43 |   15 | 1935
   45 |   43 |   43 | 1935
   45 |   43 |   45 | 1935
   46 |   43 |    2 | 1978
   46 |   43 |   23 | 1978
   46 |   43 |   43 | 1978
   46 |   43 |   46 | 1978
   47 |   43 |   43 | 2021
   47 |   43 |   47 | 2021
   48 |   43 |    2 | 2064
   48 |   43 |    3 | 2064
   48 |   43 |    4 | 2064
   48 |   43 |    6 | 2064
   48 |   43 |    8 | 2064
   48 |   43 |   12 | 2064
   48 |   43 |   16 | 2064
   48 |   43 |   24 | 2064
   48 |   43 |   43 | 2064
   48 |   43 |   48 | 2064
   49 |   43 |    7 | 2107
   49 |   43 |   43 | 2107
   49 |   43 |   49 | 2107
    1 |   44 |    2 | 44
    1 |   44 |    4 | 44
    1 |   44 |   11 | 44
    1 |   44 |   22 | 44
    1 |   44 |   44 | 44
    3 |   44 |    2 | 132
    3 |   44 |    3 | 132
    3 |   44 |    4 | 132
    3 |   44 |   11 | 132
    3 |   44 |   22 | 132
    3 |   44 |   44 | 132
    4 |   44 |    2 | 44
    5 |   44 |    2 | 220
    5 |   44 |    4 | 220
    5 |   44 |    5 | 220
    5 |   44 |   11 | 220
    5 |   44 |   22 | 220
    5 |   44 |   44 | 220
    6 |   44 |    3 | 132
    7 |   44 |    2 | 308
    7 |   44 |    4 | 308
    7 |   44 |    7 | 308
    7 |   44 |   11 | 308
    7 |   44 |   22 | 308
    7 |   44 |   44 | 308
    9 |   44 |    2 | 396
    9 |   44 |    3 | 396
    9 |   44 |    4 | 396
    9 |   44 |    9 | 396
    9 |   44 |   11 | 396
    9 |   44 |   22 | 396
    9 |   44 |   44 | 396
   10 |   44 |    2 | 220
   12 |   44 |    2 | 132
   13 |   44 |    2 | 572
   13 |   44 |    4 | 572
   13 |   44 |   11 | 572
   13 |   44 |   13 | 572
   13 |   44 |   22 | 572
   13 |   44 |   44 | 572
   15 |   44 |    2 | 660
   15 |   44 |    3 | 660
   15 |   44 |    4 | 660
   15 |   44 |    5 | 660
   15 |   44 |   11 | 660
   15 |   44 |   15 | 660
   15 |   44 |   22 | 660
   15 |   44 |   44 | 660
   17 |   44 |    2 | 748
   17 |   44 |    4 | 748
   17 |   44 |   11 | 748
   17 |   44 |   17 | 748
   17 |   44 |   22 | 748
   17 |   44 |   44 | 748
   19 |   44 |    2 | 836
   19 |   44 |    4 | 836
   19 |   44 |   11 | 836
   19 |   44 |   19 | 836
   19 |   44 |   22 | 836
   19 |   44 |   44 | 836
   21 |   44 |    2 | 924
   21 |   44 |    3 | 924
   21 |   44 |    4 | 924
   21 |   44 |    7 | 924
   21 |   44 |   11 | 924
   21 |   44 |   21 | 924
   21 |   44 |   22 | 924
   21 |   44 |   44 | 924
   23 |   44 |    2 | 1012
   23 |   44 |    4 | 1012
   23 |   44 |   11 | 1012
   23 |   44 |   22 | 1012
   23 |   44 |   23 | 1012
   23 |   44 |   44 | 1012
   24 |   44 |    2 | 264
   25 |   44 |    2 | 1100
   25 |   44 |    4 | 1100
   25 |   44 |    5 | 1100
   25 |   44 |   11 | 1100
   25 |   44 |   22 | 1100
   25 |   44 |   25 | 1100
   25 |   44 |   44 | 1100
   26 |   44 |    2 | 572
   27 |   44 |    2 | 1188
   27 |   44 |    3 | 1188
   27 |   44 |    4 | 1188
   27 |   44 |    9 | 1188
   27 |   44 |   11 | 1188
   27 |   44 |   22 | 1188
   27 |   44 |   27 | 1188
   27 |   44 |   44 | 1188
   29 |   44 |    2 | 1276
   29 |   44 |    4 | 1276
   29 |   44 |   11 | 1276
   29 |   44 |   22 | 1276
   29 |   44 |   29 | 1276
   29 |   44 |   44 | 1276
   31 |   44 |    2 | 1364
   31 |   44 |    4 | 1364
   31 |   44 |   11 | 1364
   31 |   44 |   22 | 1364
   31 |   44 |   31 | 1364
   31 |   44 |   44 | 1364
   35 |   44 |    2 | 1540
   35 |   44 |    4 | 1540
   35 |   44 |    5 | 1540
   35 |   44 |    7 | 1540
   35 |   44 |   11 | 1540
   35 |   44 |   22 | 1540
   35 |   44 |   35 | 1540
   35 |   44 |   44 | 1540
   37 |   44 |    2 | 1628
   37 |   44 |    4 | 1628
   37 |   44 |   11 | 1628
   37 |   44 |   22 | 1628
   37 |   44 |   37 | 1628
   37 |   44 |   44 | 1628
   39 |   44 |    2 | 1716
   39 |   44 |    3 | 1716
   39 |   44 |    4 | 1716
   39 |   44 |   11 | 1716
   39 |   44 |   13 | 1716
   39 |   44 |   22 | 1716
   39 |   44 |   39 | 1716
   39 |   44 |   44 | 1716
   41 |   44 |    2 | 1804
   41 |   44 |    4 | 1804
   41 |   44 |   11 | 1804
   41 |   44 |   22 | 1804
   41 |   44 |   41 | 1804
   41 |   44 |   44 | 1804
   43 |   44 |    2 | 1892
   43 |   44 |    4 | 1892
   43 |   44 |   11 | 1892
   43 |   44 |   22 | 1892
   43 |   44 |   43 | 1892
   43 |   44 |   44 | 1892
   44 |   44 |    2 | 44
   45 |   44 |    2 | 1980
   45 |   44 |    3 | 1980
   45 |   44 |    4 | 1980
   45 |   44 |    5 | 1980
   45 |   44 |    9 | 1980
   45 |   44 |   11 | 1980
   45 |   44 |   15 | 1980
   45 |   44 |   22 | 1980
   45 |   44 |   44 | 1980
   45 |   44 |   45 | 1980
   46 |   44 |    2 | 1012
   47 |   44 |    2 | 2068
   47 |   44 |    4 | 2068
   47 |   44 |   11 | 2068
   47 |   44 |   22 | 2068
   47 |   44 |   44 | 2068
   47 |   44 |   47 | 2068
   49 |   44 |    2 | 2156
   49 |   44 |    4 | 2156
   49 |   44 |    7 | 2156
   49 |   44 |   11 | 2156
   49 |   44 |   22 | 2156
   49 |   44 |   44 | 2156
   49 |   44 |   49 | 2156
    1 |   45 |    3 | 45
    1 |   45 |    5 | 45
    1 |   45 |    9 | 45
    1 |   45 |   15 | 45
    1 |   45 |   45 | 45
    2 |   45 |    2 | 90
    2 |   45 |    3 | 90
    2 |   45 |    5 | 90
    2 |   45 |    9 | 90
    2 |   45 |   15 | 90
    2 |   45 |   45 | 90
    4 |   45 |    2 | 180
    4 |   45 |    3 | 180
    4 |   45 |    4 | 180
    4 |   45 |    5 | 180
    4 |   45 |    9 | 180
    4 |   45 |   15 | 180
